Fecha,AAPL,SPY,EWZ,CEPU,IBM,Tipo_Cambio_ARSUSD,TNA_PlazoFijo,Tasa_PlazoFijo_Diaria,Retorno_AAPL,Retorno_SPY,Retorno_EWZ,Retorno_CEPU,Retorno_IBM,IBM_USD_Original,TOTAL_CARTERA,Retorno_TOTAL_CARTERA
2025-05-27,11775.0,34675.0,16450.0,1610,6445.990500010992,1175.6,32.55,0.0008917808219178081,0.01948051948051943,0.02740740740740732,0.01700154559505407,-0.003095975232198178,0.029609481740707988,261.4622192382812,21620.200864363807,0.024625494185652963
2025-05-28,11775.0,34575.0,16275.0,1585,6369.518199885239,1175.0,31.39,0.00086,0.0,-0.002883922134102379,-0.01063829787234039,-0.01552795031055898,-0.011863545272929432,258.4922790527344,21538.635276083325,-0.0037726563593091234
2025-05-29,11950.0,35175.0,16575.0,1620,6425.343370251061,1192.4,32.43,0.0008884931506849315,0.0148619957537155,0.0173535791757049,0.01843317972350222,0.02208201892744488,0.00876442591322335,256.9527282714844,21905.228833106026,0.01702027785529059
2025-05-30,12075.0,35525.0,16350.0,1565,6484.178710753763,1201.6,31.29,0.0008572602739726027,0.01046025104602522,0.00995024875621886,-0.01357466063348411,-0.03395061728395066,0.009156762076732772,257.3202209472656,22046.787072289684,0.006462303601673325
2025-06-02,12025.0,35375.0,16225.0,1500,6582.784020463646,1197.5,32.75,0.0008972602739726027,-0.004140786749482372,-0.004222378606615007,-0.007645259938837912,-0.04153354632587858,0.015207062314052111,262.1277160644531,21946.92296827218,-0.004529644328221449
2025-06-03,12175.0,35675.0,16475.0,1505,6616.316886029497,1197.7,32.82,0.0008991780821917809,0.01247401247401236,0.008480565371024706,0.01540832049306617,0.00333333333333341,0.005094024877864589,263.4190063476562,22165.686959498325,0.009967866180712548
2025-06-04,12175.0,35800.0,16475.0,1435,6632.596390307478,1199.2,31.4,0.0008602739726027397,0.0,0.003503854239663706,0.0,-0.04651162790697672,0.0024605085515712055,263.7368469238281,22216.24369872291,0.0022808559606999346
2025-06-05,12025.0,35500.0,16525.0,1470,6647.169140948689,1195.8,32.1,0.0008794520547945206,-0.01232032854209442,-0.008379888268156388,0.003034901365705611,0.02439024390243905,0.0021971411772481186,265.0678405761719,22059.103543495912,-0.007073209916041323
2025-06-06,12250.0,35925.0,16650.0,1490,6708.996933418002,1197.9,32.11,0.0008797260273972603,0.01871101871101866,0.01197183098591559,0.007564296520423675,0.01360544217687076,0.009301371931162983,267.0643310546875,22330.558950360213,0.012305822234754293
2025-06-09,12100.0,35975.0,16575.0,1455,6789.661518181832,1198.0,31.29,0.0008572602739726027,-0.01224489795918371,0.001391788448155795,-0.004504504504504458,-0.02348993288590606,0.012023345004382735,270.2527770996094,22299.547767942004,-0.001388732923665148
2025-06-10,12100.0,35900.0,16575.0,1510,6862.975544792902,1192.7,31.86,0.0008728767123287671,0.0,-0.002084781097984711,0.0,0.03780068728522346,0.010797891237249946,274.3848266601562,22274.457031089998,-0.0011251679681180127
2025-06-11,11850.0,35800.0,16756.54,1470,6987.116904371774,1191.5,31.8,0.0008712328767123288,-0.02066115702479343,-0.00278551532033422,0.01095263951734537,-0.02649006622516559,0.018088562135859743,279.62939453125,22202.59717481489,-0.0032261103458013363
2025-06-12,11825.0,35925.0,16681.84,1495,6983.150579523588,1192.9,31.93,0.0008747945205479452,-0.002109704641350185,0.003491620111731875,-0.004457960891687707,0.01700680272108834,-0.0005676625856515516,279.1426696777344,22236.500388213284,0.0015269931319950025
2025-06-13,11700.0,35447.72,16350.0,1465,6868.845081711374,1189.5,31.51,0.0008632876712328768,-0.01057082452431291,-0.01328545581071672,-0.01989229005913018,-0.02006688963210701,-0.016368757412647983,275.3582763671875,21927.191169898215,-0.013909977420683672
2025-06-17,11575.0,35173.52,16600.0,1410,6979.101260639047,1183.7,31.95,0.0008753424657534246,-0.01068376068376065,-0.007735335305063429,0.01529051987767582,-0.03754266211604096,0.016051632787764447,281.1491088867188,21825.854366540825,-0.00462151319666082
2025-06-18,11525.0,34849.45,16450.0,1430,6911.664603236312,1171.6,31.39,0.00086,-0.004319654427645814,-0.00921346512944965,-0.009036144578313254,0.01418439716312059,-0.009662656391456248,281.3080444335938,21642.37037299223,-0.008406726741010284
