activo,observaciones,rendimiento_anual,volatilidad,sharpe_ratio,sortino_ratio,max_drawdown,var_95,cvar_95,alpha,beta,r_squared,treynor_ratio,information_ratio,tracking_error,kelly_criterion,calmar_ratio,ulcer_index,fx_correlation,fx_beta,crisis_volatility_ratio,skewness,kurtosis
AAPL,160,0.2179547100852908,0.39258176399156247,-0.2821011685839261,-0.386134352177409,-0.2769485903814259,-0.038987738191557576,-0.05842051997885231,-0.297866487925354,1.2485406268616097,0.7410770299711003,-0.08870177870394146,-0.931259124831147,0.2095921345991189,0.0,0.7869861687510809,13.121548016936691,,,,0.3014111183233703,5.19022661952339
SPY,160,0.3956320371120478,0.2771983058575555,0.24145007824972567,0.31008010181689527,-0.22036168787675822,-0.02197499386042213,-0.04383685579069958,-0.010843365882903825,0.9838701015320996,0.9230232109046491,0.06802681831247266,-0.22764670521399535,0.07690539950952958,0.0961154386402332,1.7953757793564964,5.601426223579518,,,,-0.32978291773794477,4.891065455649761
EWZ,160,0.6810896400900283,0.2931310613561166,1.2021488067068862,1.8643418189773733,-0.1789321789321789,-0.025183617644524852,-0.03878157858297478,0.32186468473086854,0.8695008128363181,0.6446656690492194,0.40527524576830365,1.5048656753169043,0.17805598636572217,0.12815868465957567,3.8064122627612074,4.858311158455593,,,,-0.1180448027535138,0.7957914515384839
CEPU,160,-0.32853883724139354,0.5255469478051769,-1.2505853653194199,-2.316585999000917,-0.35416666666666646,-0.05510322570312,-0.062398184679139684,-0.5980885301139869,0.6524426367265289,0.11292234054672491,-1.007354953089808,-1.4757152569476684,0.5025889186095561,0.0,-0.9276390698580529,22.101479038862845,,,,0.31865030503877045,0.08772540980905053
IBM,160,0.47363727820028473,0.3680711584895995,0.39376840696506377,0.5223350562670966,-0.18450174364706065,-0.038852981625588257,-0.05472761560076664,0.18905560451203557,0.6888274127359928,0.2566111406831666,0.2104079934225619,0.18458563650800597,0.32775020538557736,0.07903532362621432,2.5671154583033142,7.262222103687164,,,,0.4848389769054361,6.4704191772714115
